description,genre
"An elephant punctures a rubber tree, whose spraying sap turns the whole town rubbery. Betty and the gang use their new found limberness to dance and sing.",Comedy
The film is the story of Manu pursued by band of the gangsters. The villains finds refuge in a widow's house. Lucia has a little boy. Manu sacrificed himself for Lucia and her son.,Comedy
"Over the course of their marriage, Geoffrey Lymes has become increasingly exasperated by the shallowness and superficiality of his wife Anne . He despairs of her ridiculous affectations, social-climbing aspirations and constant embarrassing attempts in company to show herself as an elegant, cultured sophisticate. He feels trapped in a relationship where, as he observes, a wife ""does nothing to entitle her husband to divorce her, but a thousand things that entitle him to murder her"". Geoffrey's old college friend Ernest Melton and his French wife Elma arrive at the Lymes' country home for a weekend visit. Ernest is an archetypal upper-class twit, wealthy but not overly bright, and completely cowed and dominated by the self-assured and outspoken Elma. He too finds married life less than satisfactory. Anne immediately goes into full desperate-to-impress mode and, to Geoffrey's amusement, Ernest seems completely charmed and captivated by her ludicrous airs and pretentions, while...",Comedy
"Will Stockdale is a backward, backwoods rube from outside Callville, Georgia who may or may not be smarter than he looks. Accused by Mr. McKinney the head of the draft board of being a draft dodger, it turns out that Stockdale's draft notices have been hidden from him by his father, who doesn't want the boy to leave home and be ridiculed. His father tells Will to be careful going to big cities like Macon and Atlanta. Pa Stockdale says he has been to those cities many years before and he was ridiculed. Wrongfully shackled by McKinney, Stockdale joins a group of new United States Air Force draftees being transported to basic training. They include the obnoxious bully Irving S. Blanchard, who having undergone ROTC training, volunteers to be in charge. They report to boot camp, where Stockdale and his equally dim, but smarter friend, Ben Whitledge, begin the struggle...",Comedy
"In the third Stooge adaptation of Pygmalion, the trio are repairmen who make a scene in the presence of two psychologists, Professors Quackenbush and Sedletz . Quackenbush makes a bet with Sedletz that he can turn the boys into gentlemen through environment. Training is slow and painful for the professor, who pulls his hair out in disgust. The Stooges do have the opportunity to flirt with the professor's assistant , however, while learning table etiquette. Finally, the Stooges will decide the wager by their behavior at a fancy society party. The party, naturally, goes awry. Joe greets the Countess Spritzwasser by kissing her hand, and biting off the diamond in her ring. Realizing this, Moe and Larry take Joe to a secluded area to lecture him, only to find he has swiped a load of silverware. Joe then grabs a pie from a pastry table, and tries to eat it...",Comedy
"The story itself is simple: the story of a beautiful village girl called Durga finally married with her boyfriend Ajay . Ajay is a policeman who worked in the city and bring his wife to live with him. As a simple girl, Durga has the nature of plain and too much talk. Although initially Ajay looked a little embarrassed to see the nature of his wife who was always outspoken, but how did he love Durga. But the harsh nature of Durga and always fighting for truth and justice that have made ​​him have more enemies. Especially when he destroys a bar and the bartender beat up the thugs are. The bar was owned by Bhairav ​​ who is a ruthless man who attacked the editor of the press who want to expose the crimes that take the kidney organs illegally from poor people to sell. Angry at the bar...",Comedy
"Brilliant surgeon Daniel Jekyll dedicates himself to medical research, hoping to unlock man's animal nature and increase his capacity for self-healing. Jekyll accidentally creates a white powder which, when inhaled through the nose, temporarily turns him into a completely uninhibited sex maniac who calls himself Mister Hyde. Jekyll can't bring himself to throw away the drug or to stop taking it, and Hyde's escapades play havoc with Jekyll's life. At the very end, we see Robert Louis Stevenson literally spinning in his grave.",Comedy
"The story goes that the Pink Panther visits a laundromat, and initially has trouble getting his laundry to stay inside the washing machine without coming out from a nearby machine. While struggling with this problem, the panther gets stuck in a bucket. With only his hands and feet sticking out, he attracts the attention of a little dog, who barks angrily at the bucket that runs, slaps his face and gets him wet with a fire hydrant. When the little pointy-nosed man walks into the laundromat, more mishaps occur with a soap vending machine, a vat full of starched water, and the laundromat getting flooded with soap.",Comedy
"The main character, Golan, is a 20 something year old student nearing the end of his college studies, and is having a hard time deciding about his future. He sees no point in getting a job, finding a wife or stopping the endless round of parties. After a blind date with his best friend's quirky sister, he begins to question his life. Golan then begins a personal journey that has him challenge everything he has ever believed, about himself, about love and about the nature of life in contemporary Israel.",Comedy
"Johnny Rizzo is about to trade his dream job in talk radio for a boring corporate job that will pay enough to please his fiancée. Enter Uncle Terry , a rascally womanizer set on turning a weekend in the Hamptons into an eye-opening fling for his nephew. Johnny's not interested, of course, but then he meets Brooke , who challenges Johnny to make the toughest decision of his life.",Comedy
